"zipcode","city","list","position","lastname","firstname","gender","birthyear","profession","years_in_politics","years_abroad","languages","study_level","twitter","facebook","linkedin"
4500,"Huy","ECOLO",23,"CHARLES","Roger","M","","","","","","","","",""
4500,"Huy","ECOLO",24,"DELFOSSE","Géraldine","F","","","","","","","","",""
4500,"Huy","ECOLO",25,"FAGOT","Alexandre","M","","","","","","","","",""
4500,"Huy","ECOLO",26,"GAILLARD","Sandrina","F","","","","","","","","",""
4500,"Huy","ECOLO",27,"HODY","Marc","M","","","","","","","","",""
4500,"Huy","PS",1,"COLLIGNON","Christophe","M","","","","","","","","",""
4500,"Huy","PS",2,"NIZET","Geneviève","F","","","","","","","","",""
4500,"Huy","PS",3,"DOSOGNE","Eric","M","","","","","","","","",""
4500,"Huy","PS",4,"RORIVE","Francine","F","","","","","","","","",""
4500,"Huy","PS",5,"DELEUZE","André","M","","","","","","","","",""
4500,"Huy","PS",6,"BERTHOLET","Laurine","F","","","","","","","","",""
4500,"Huy","PS",7,"MUSTAFA","Lulzim","M","","","","","","","","",""
4500,"Huy","PS",8,"MBADU","Hameline","F","","","","","","","","",""
4500,"Huy","PS",9,"HOUSIAUX","Adrien","M","","","","","","","","",""
4500,"Huy","PS",10,"TIHON","Martine","F","","","","","","","","",""
4500,"Huy","PS",11,"ROBA","Etienne","M","","","","","","","","",""
4500,"Huy","PS",12,"BOUAZZA","Layla","F","","","","","","","","",""
4500,"Huy","PS",13,"VAN HULLE","Benjamin","M","","","","","","","","",""
4500,"Huy","PS",14,"BAWIN","Christine","F","","","","","","","","",""
4500,"Huy","PS",15,"ANDRÉ","Julien","M","","","","","","","","",""
4500,"Huy","PS",16,"DEVOLDER","Ingrid","F","","","","","","","","",""
4500,"Huy","PS",17,"SCIANGUETTA","Carmine","M","","","","","","","","",""
4500,"Huy","PS",18,"BRICHAND","Carine","F","","","","","","","","",""
4500,"Huy","PS",19,"WARNOTTE","Jean","M","","","","","","","","",""
4500,"Huy","PS",20,"MOESEN","Danièle","F","","","","","","","","",""
4500,"Huy","PS",21,"RORIVE","Florian","M","","","","","","","","",""
4500,"Huy","PS",22,"MONTALVO","Viviana","F","","","","","","","","",""
4500,"Huy","PS",23,"WALO","Charles","M","","","","","","","","",""
4500,"Huy","PS",24,"RENSON","Dominique","F","","","","","","","","",""
4500,"Huy","PS",25,"DETHINE","Olivier","M","","","","","","","","",""
4500,"Huy","PS",26,"VEREST","Natascha","F","","","","","","","","",""
4500,"Huy","PS",27,"LALOUX","Raymond","M","","","","","","","","",""
4500,"Huy","PTB",1,"GARCIA OTERO","Ruben","M","","","","","","","","",""
4500,"Huy","PTB",2,"PAQUOT","Jessica","F","","","","","","","","",""
4500,"Huy","PTB",3,"MAGUET","Serge","M","","","","","","","","",""
4500,"Huy","PP",1,"CARCACI","Aldo","M","","","","","","","","",""
4500,"Huy","PP",2,"SCANDEREBERG","Mélanie","F","","","","","","","","",""
4500,"Huy","PP",3,"VERDIÈRE","Dominique","M","","","","","","","","",""
4500,"Huy","PP",4,"MOLS","Christiane","F","","","","","","","","",""
4500,"Huy","PP",5,"MOREAU","Serge","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",1,"VIDAL","Grégory","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",2,"GELENNE","Frédérique","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",3,"THOMAS","Patrick","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",4,"JACOBS","Laly","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",5,"MICHOT","Quentin","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",6,"HANNEUSE","Laurence","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",7,"FOSSION","André","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",8,"MALHERBE","Mirianne","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",9,"HEYNE","Eric","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",10,"MONSEUR","Bernadette","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",11,"HAVELANGE","Philippe","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",12,"DIDION","Valérie","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",13,"GÉNICOT","Jean-Luc","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",14,"RENARD","Myriam","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",15,"BROZE","Pierre","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",16,"MIGOT","Sandra","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",17,"RORIVE","Christophe","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",18,"RONCHETTI","Sophie","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",19,"KILESTE","André","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",20,"ROCK","Arlette","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",21,"JOIE","Jean-Pierre","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",22,"MARTIN","Danielle","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",23,"PEIGNEUR","Jean-Marie","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",24,"FOSSION","Sarah","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",25,"TARONNA","Sergio","M","","","","","","","","",""
4500,"Huy","DéFIpourHUY",26,"MATHIEU","Bernadette","F","","","","","","","","",""
4500,"Huy","DéFIpourHUY",27,"LIZIN","Michel","M","","","","","","","","",""
4500,"Huy","VLC",1,"CHANSAY-WILMOTTE","Philippe","M","","","","","","","","",""
4500,"Huy","VLC",2,"GUTIERREZ RODRIGUEZ","Roxana","F","","","","","","","","",""
4500,"Huy","VLC",3,"MALEMPRÉE","Stéphane","M","","","","","","","","",""
4500,"Huy","VLC",4,"LALOUX","Fabienne","F","","","","","","","","",""
4500,"Huy","VLC",5,"CATOUL","Vincent","M","","","","","","","","",""
4500,"Huy","VLC",6,"DANG","Tuong-Vi Aurélie","F","","","","","","","","",""
4500,"Huy","VLC",7,"DEGROOT","Anthony","M","","","","","","","","",""
4500,"Huy","VLC",8,"MENCHIOR","Céline","F","","","","","","","","",""
4500,"Huy","VLC",9,"RULOT","René","M","","","","","","","","",""
4500,"Huy","VLC",10,"LUESMA","Esméralda","F","","","","","","","","",""
4500,"Huy","VLC",11,"RONDAL","Michel","M","","","","","","","","",""
4500,"Huy","VLC",12,"SIMEK","Manuela","F","","","","","","","","",""
4500,"Huy","VLC",13,"BROUWERS","André","M","","","","","","","","",""
4500,"Huy","VLC",14,"CHANSAY-WILMOTTE","Bénédicte","F","","","","","","","","",""
4500,"Huy","VLC",15,"VANDE BERGH","Louis","M","","","","","","","","",""
4500,"Huy","VLC",16,"CAMPO","Clara","F","","","","","","","","",""
4500,"Huy","VLC",17,"BOURDON","Jonathan","M","","","","","","","","",""
4500,"Huy","VLC",18,"ANDRÉ","Alicia","F","","","","","","","","",""
4500,"Huy","VLC",19,"RORIVE","Michel","M","","","","","","","","",""
4500,"Huy","VLC",20,"ROBIN","Kathy","F","","","","","","","","",""
4500,"Huy","VLC",21,"RAISON","Christian","M","","","","","","","","",""
4500,"Huy","VLC",22,"LARIVIERE","Ginette","F","","","","","","","","",""
4500,"Huy","VLC",23,"VOLON","Jules","M","","","","","","","","",""
4500,"Huy","VLC",24,"MASSET","Lucie","F","","","","","","","","",""
4500,"Huy","VLC",25,"THISE","Philippe","M","","","","","","","","",""
4500,"Huy","VLC",26,"DE BRUYN","Simonne","F","","","","","","","","",""
4500,"Huy","VLC",27,"BADA","Danielle","F","","","","","","","","",""
4500,"Huy","idHuy",1,"KUNSCH-LARDINOIT","Françoise","F","","","","","","","","",""
4500,"Huy","idHuy",2,"BENITEZ","Emmanuel","M","","","","","","","","",""
4500,"Huy","idHuy",3,"DIRICK-CALMANT","Pascale","F","","","","","","","","",""
4500,"Huy","idHuy",4,"DREYE","Philippe","M","","","","","","","","",""
4500,"Huy","idHuy",5,"DAVAGLE","Emilie","F","","","","","","","","",""
4500,"Huy","idHuy",6,"CHARPENTIER","Philippe","M","","","","","","","","",""
4500,"Huy","idHuy",7,"JOYE","Murielle","F","","","","","","","","",""
4500,"Huy","idHuy",8,"WAGNER","François","M","","","","","","","","",""
4500,"Huy","idHuy",9,"DEMARET","Audrey","F","","","","","","","","",""
4500,"Huy","idHuy",10,"LIDJI HOUET","Faustin","M","","","","","","","","",""
4500,"Huy","idHuy",11,"POCORA","Corina","F","","","","","","","","",""
4500,"Huy","idHuy",12,"HEINE","Albert","M","","","","","","","","",""
4500,"Huy","idHuy",13,"BERCK","Anne","F","","","","","","","","",""
4500,"Huy","idHuy",14,"DEGAILLIER","Pascal","M","","","","","","","","",""
4500,"Huy","idHuy",15,"CAPITAINE","Anne-Cécile","F","","","","","","","","",""
4500,"Huy","idHuy",16,"MINNE","Vincent-Cyprien","M","","","","","","","","",""
4500,"Huy","idHuy",17,"LINOTTE-ORBAN","Ginette","F","","","","","","","","",""
4500,"Huy","idHuy",19,"BOLLE","Jacqueline","F","","","","","","","","",""
4500,"Huy","idHuy",20,"LOSSEAU","Paul","M","","","","","","","","",""
4500,"Huy","idHuy",21,"SÉRESSIA","Yvette","F","","","","","","","","",""
4500,"Huy","idHuy",22,"MOUCHERON","Dominique","M","","","","","","","","",""
4500,"Huy","idHuy",23,"ADDAL","Khadija","F","","","","","","","","",""
4500,"Huy","idHuy",24,"MATON","Dominique","M","","","","","","","","",""
4500,"Huy","idHuy",25,"BOULAHSEN","Fatima","F","","","","","","","","",""
4500,"Huy","idHuy",26,"THONNARD","Michel","M","","","","","","","","",""
4500,"Huy","idHuy",27,"GILLES","Edwin","M","","","","","","","","",""
1357,"Hélécine","OCH",13,"BUVÉ","André","M","","","","","","","","",""
1357,"Hélécine","UC",1,"COLLIN","Pascal","M","","","","","","","","",""
1357,"Hélécine","UC",2,"DETHIEGE","Corinne","F","","","","","","","","",""
1357,"Hélécine","UC",3,"LISMONT","Eugène","M","","","","","","","","",""
1357,"Hélécine","UC",4,"MAES","Marie-Laure","F","","","","","","","","",""
1357,"Hélécine","UC",5,"SCHEPERS","Axel","M","","","","","","","","",""
1357,"Hélécine","UC",6,"KEYEN","Nathalie","F","","","","","","","","",""
1357,"Hélécine","UC",7,"BREES","Christophe","M","","","","","","","","",""
1357,"Hélécine","UC",8,"BOLEN","Géraldine","F","","","","","","","","",""
1357,"Hélécine","UC",9,"LERNOUT","Steve","M","","","","","","","","",""
1357,"Hélécine","UC",10,"PETRE","Carine","F","","","","","","","","",""
1357,"Hélécine","UC",11,"GOYENS","David","M","","","","","","","","",""
1357,"Hélécine","OCH",2,"JADOUL","Cécile","F","","","","","","","","",""
1357,"Hélécine","OCH",3,"TORDOIR","Yves","M","","","","","","","","",""
1357,"Hélécine","UC",12,"QUINTIN","Isabelle","F","","","","","","","","",""
1357,"Hélécine","UC",13,"HENRIOULLE","Philippe","M","","","","","","","","",""
1357,"Hélécine","C.H",1,"CARLOT","Renaud","M","","","","","","","","",""
1357,"Hélécine","OCH",1,"MAHO","Hervé","M","","","","","","","","",""
1357,"Hélécine","OCH",4,"CÉSAR","Muriëlle","F","","","","","","","","",""
1357,"Hélécine","OCH",5,"CHARPENTIER","Olivier","M","","","","","","","","",""
1357,"Hélécine","OCH",6,"LECOQ","Patricia","F","","","","","","","","",""
1357,"Hélécine","OCH",7,"HAENEN","Claudy","M","","","","","","","","",""
1357,"Hélécine","OCH",8,"COQUETTE","Valérie","F","","","","","","","","",""
1357,"Hélécine","OCH",9,"LIEGEOIS","Nicolas","M","","","","","","","","",""
1357,"Hélécine","OCH",10,"VANDEN NEST","Véronique","F","","","","","","","","",""
1357,"Hélécine","OCH",11,"LALLEMAND","Christophe","M","","","","","","","","",""
1357,"Hélécine","OCH",12,"GHENNE","Saskia","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",10,"BODAU","Anne-France","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",11,"DEMEY","Kilian","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",12,"VOLANT","Régine","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",13,"PONCELET","Jules","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",14,"STASSART","Annick","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",15,"DISTEXHE","Roland","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",16,"SCHLIT - FERON","Hélène","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",17,"CARPENTIER de CHANGY","Patrick","M","","","","","","","","",""
4218,"Héron","LB",1,"HAUTPHENNE","Eric","M","","","","","","","","",""
4218,"Héron","LB",2,"MARCHAL - LARDINOIS","Marie","F","","","","","","","","",""
4218,"Héron","LB",3,"MATHIEU","Christophe","M","","","","","","","","",""
4218,"Héron","LB",4,"NEERINCK","Geneviève","F","","","","","","","","",""
4218,"Héron","LB",5,"THISE","Philippe","M","","","","","","","","",""
4218,"Héron","LB",6,"DELCOURT","Murielle","F","","","","","","","","",""
4218,"Héron","LB",7,"FAGNOUL","Philippe","M","","","","","","","","",""
4218,"Héron","LB",8,"SÉPULCHRE","Véronique","F","","","","","","","","",""
4218,"Héron","LB",9,"THIRY","Eric","M","","","","","","","","",""
4218,"Héron","LB",10,"LAKAYE","Ludivine","F","","","","","","","","",""
4218,"Héron","LB",11,"BAONVILLE","Jimmy","M","","","","","","","","",""
4218,"Héron","LB",12,"GÉRARD-FRIPPIAT","Mariève","F","","","","","","","","",""
4218,"Héron","VousHéron",8,"DECEMBRY","Brigitte","F","","","","","","","","",""
4218,"Héron","LB",14,"FRIPPIAT","Valérie","F","","","","","","","","",""
4218,"Héron","LB",15,"DELCOURT","Dominique","M","","","","","","","","",""
4218,"Héron","LB",16,"LOEST","Jessica","F","","","","","","","","",""
4218,"Héron","LB",17,"BOLLINGER","Michel","M","","","","","","","","",""
4218,"Héron","VousHéron",1,"CLOES","Alexis","M","","","","","","","","",""
4218,"Héron","VousHéron",2,"MAUS","Corinne","F","","","","","","","","",""
4218,"Héron","VousHéron",3,"LIBOIS","Hervé","M","","","","","","","","",""
4218,"Héron","VousHéron",4,"OTHE - DELOIE","Roxane","F","","","","","","","","",""
4218,"Héron","VousHéron",5,"LECLERCQ","Claude","M","","","","","","","","",""
4218,"Héron","VousHéron",6,"STAS","Elodie","F","","","","","","","","",""
4218,"Héron","VousHéron",7,"ROULIN","Stéphan","M","","","","","","","","",""
4218,"Héron","LB",13,"BRIFFOZ","Christophe","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",1,"VIATOUR","Luc","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",2,"BLERET","Valérie","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",3,"BOUCQUIAU","Benoît","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",4,"DEBRY","Julie","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",5,"LEROY","Jean-Marc","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",6,"de VUYST","Pascale","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",7,"LEUNEN","Christophe","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",8,"DELANGEN","Marie","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",9,"MATTART","Romain","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",10,"MARCELLINO","Giusi","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",11,"CARTRY","Robert","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",12,"HEPERS","Cathy","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",13,"MARCHANDISE","Fabrice","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",14,"de BIJL","Nadia","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",15,"SACRÉ","Bernard","M","","","","","","","","",""
4218,"Héron","ECOLO OuVert",16,"KESSELER","Marie","F","","","","","","","","",""
4218,"Héron","ECOLO OuVert",17,"DEBOUT","Barbara","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",1,"DELCOURT","René","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",2,"VERLAINE","Margaux","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",3,"DEBEHOGNE","François","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",4,"ANCION","Amélie","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",5,"LAMBERT","Mathieu","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",6,"DE WILDE - WARNIER","Céline","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",7,"DENGIS","Pierre-Emmanuel","M","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",8,"ROLAND","Aurore","F","","","","","","","","",""
4218,"Héron","Ent.Citoyenne",9,"RÉQUILÉ","Roger","M","","","","","","","","",""
1315,"Incourt","ECOLO",1,"FLAMAND","Muriel","F","","","","","","","","",""
1315,"Incourt","ECOLO",2,"LEBEAU","Eric","M","","","","","","","","",""
1315,"Incourt","ECOLO",3,"PREVOST-MIGEAL","Colette","F","","","","","","","","",""
1315,"Incourt","ECOLO",4,"MIGEAL","Jean-Louis","M","","","","","","","","",""
1315,"Incourt","ECOLO",5,"MINNE","Geneviève","F","","","","","","","","",""
1315,"Incourt","ECOLO",6,"DECONINCK","Dominique","M","","","","","","","","",""
1315,"Incourt","ECOLO",7,"GRAMME","Mathilde","F","","","","","","","","",""
1315,"Incourt","ECOLO",8,"HALLOY","Jean Paul","M","","","","","","","","",""
1315,"Incourt","ECOLO",9,"VANDERVEKEN","Marie","F","","","","","","","","",""
1315,"Incourt","ECOLO",10,"KERVYN de MEERENDRE","Emmanuel","M","","","","","","","","",""
1315,"Incourt","ECOLO",11,"OLIVIER","Pascale","F","","","","","","","","",""
1315,"Incourt","ECOLO",12,"MANY","Olivier","M","","","","","","","","",""
1315,"Incourt","ECOLO",13,"CRABBÉ","Carole","F","","","","","","","","",""
1315,"Incourt","EPI",1,"WALRY","Léon","M","","","","","","","","",""
1315,"Incourt","EPI",2,"DEGUELDRE","Lucette","F","","","","","","","","",""
1315,"Incourt","EPI",3,"TORDOIR","Joseph","M","","","","","","","","",""
1315,"Incourt","EPI",4,"SCHARPÉ","Sarah-Françoise","F","","","","","","","","",""
1315,"Incourt","EPI",5,"BEAUMONT","Jean Pierre","M","","","","","","","","",""
1315,"Incourt","EPI",6,"FLEMAL-OTTOUL","Geneviève","F","","","","","","","","",""
1315,"Incourt","EPI",7,"LETELLIER","José","M","","","","","","","","",""
1315,"Incourt","EPI",8,"LAENEN-BOUSEZ","Veronique","F","","","","","","","","",""
1315,"Incourt","EPI",9,"DEPREZ","Stéphane","M","","","","","","","","",""
1315,"Incourt","EPI",10,"ROMAIN-FLAMENT","Annabelle","F","","","","","","","","",""
1315,"Incourt","EPI",11,"RUELLE","André","M","","","","","","","","",""
1315,"Incourt","EPI",12,"COETERMANS","Ariane","F","","","","","","","","",""
1315,"Incourt","EPI",13,"van ZEEBROECK","Eric","M","","","","","","","","",""
1315,"Incourt","EPI",14,"VUYLSTEKE-de LANNOY","Hélène","F","","","","","","","","",""
1315,"Incourt","EPI",15,"GRIMART","Yves","M","","","","","","","","",""
1315,"Incourt","EPI",16,"PARISSE","Sophie","F","","","","","","","","",""
1315,"Incourt","EPI",17,"MALEVÉ","Benoit","M","","","","","","","","",""
1460,"Ittre","IC",13,"VAN RYMENANT","William","M","","","","","","","","",""
1460,"Ittre","MR",1,"HENRY","Pascal","M","","","","","","","","",""
1460,"Ittre","MR",2,"GOREZ","Lindsay","F","","","","","","","","",""
1460,"Ittre","MR",3,"HENRY","Fabrice","M","","","","","","","","",""
1460,"Ittre","MR",4,"de LICHTERVELDE","Carine","F","","","","","","","","",""
1460,"Ittre","MR",5,"DUGARDIN","Bruno","M","","","","","","","","",""
1460,"Ittre","MR",6,"OLIVIER","Alizée","F","","","","","","","","",""
1460,"Ittre","MR",7,"CLAES","Pierre","M","","","","","","","","",""
1460,"Ittre","MR",8,"VANVAREMBERGH","Anne-Sylvie","F","","","","","","","","",""
1460,"Ittre","MR",9,"BOSMANS","Gaëtan","M","","","","","","","","",""
1460,"Ittre","MR",10,"PIERMAN","Stéphanie","F","","","","","","","","",""
1460,"Ittre","MR",11,"TERNISIEN","Jean-Marc","M","","","","","","","","",""
1460,"Ittre","MR",12,"DEBESSEL","Prycila","F","","","","","","","","",""
1460,"Ittre","MR",13,"DEMEY","Frank","M","","","","","","","","",""
1460,"Ittre","MR",14,"DROSSART","Amandine","F","","","","","","","","",""
1460,"Ittre","MR",15,"VANDERHULST","Serge","M","","","","","","","","",""
1460,"Ittre","MR",16,"FRANX","Linda","F","","","","","","","","",""
1460,"Ittre","MR",17,"STRYCKMAN","Pierre","M","","","","","","","","",""
1460,"Ittre","E.P.I.",1,"FAYT","Christian","M","","","","","","","","",""
1460,"Ittre","E.P.I.",2,"PEETERBROECK","Françoise","F","","","","","","","","",""
1460,"Ittre","E.P.I.",3,"DUMORTIER","Thibaut","M","","","","","","","","",""
1460,"Ittre","E.P.I.",4,"DANLOY","Aurélie","F","","","","","","","","",""
1460,"Ittre","E.P.I.",5,"DEGHORAIN","Arthur","M","","","","","","","","",""
1460,"Ittre","E.P.I.",6,"MOLLAERT","Fabienne","F","","","","","","","","",""
1460,"Ittre","E.P.I.",7,"WAUTIER","Jacques","M","","","","","","","","",""
1460,"Ittre","E.P.I.",8,"TURINE-JOACHIM","Laurence","F","","","","","","","","",""
1460,"Ittre","E.P.I.",9,"MAGUIN-VREUX","Jean-Michel","M","","","","","","","","",""
1460,"Ittre","E.P.I.",10,"FONTAINE","Virginie","F","","","","","","","","",""
1460,"Ittre","E.P.I.",11,"AUBRY","Jacques","M","","","","","","","","",""
1460,"Ittre","E.P.I.",12,"DE LEENER-POUILLARD","Brigitte","F","","","","","","","","",""
1460,"Ittre","E.P.I.",13,"RAUCQ","Christophe","M","","","","","","","","",""
1460,"Ittre","E.P.I.",14,"DUMORTIER","Brigitte","F","","","","","","","","",""
1460,"Ittre","E.P.I.",15,"FLANDROY","Richard","M","","","","","","","","",""
1460,"Ittre","E.P.I.",16,"PEETERBROECK","Sophie","F","","","","","","","","",""
1460,"Ittre","E.P.I.",17,"PIERSON","Paul","M","","","","","","","","",""
1460,"Ittre","IC",1,"JOLLY","Ferdinand","M","","","","","","","","",""
1460,"Ittre","IC",2,"de SCHOUTHEETE","Hélène","F","","","","","","","","",""
1460,"Ittre","IC",3,"VANKERKOVE","Daniel","M","","","","","","","","",""
1460,"Ittre","IC",4,"BELSKY","Andrea","F","","","","","","","","",""
1460,"Ittre","IC",5,"WYNS","Thierry","M","","","","","","","","",""
1460,"Ittre","IC",6,"VANVAREMBERGH","Chantal","F","","","","","","","","",""
1460,"Ittre","IC",7,"BLAIMONT","Marc","M","","","","","","","","",""
1460,"Ittre","IC",8,"GODFROID","Isabelle","F","","","","","","","","",""
1460,"Ittre","IC",9,"DECHAMPS","Alain","M","","","","","","","","",""
1460,"Ittre","IC",10,"della FAILLE","Marie-Amandine","F","","","","","","","","",""
1460,"Ittre","IC",11,"SCHALLIER","Stéphane","M","","","","","","","","",""
1460,"Ittre","IC",12,"CARTON","Pascale","F","","","","","","","","",""
1460,"Ittre","IC",14,"STOURME","Valérie","F","","","","","","","","",""
1460,"Ittre","IC",15,"DEPREZ","Arnaud","M","","","","","","","","",""
1460,"Ittre","IC",16,"DETRIE","Michèle","F","","","","","","","","",""
1460,"Ittre","IC",17,"FRANÇOIS","Axel","M","","","","","","","","",""
1460,"Ittre","PACTE",1,"TAVERNIER","Hedwige","F","","","","","","","","",""
1460,"Ittre","PACTE",2,"SCHOUKENS","Luc","M","","","","","","","","",""
1460,"Ittre","PACTE",3,"DEFRANCE","Marie-Eve","F","","","","","","","","",""
1460,"Ittre","PACTE",4,"GARDIN","Fabrice","M","","","","","","","","",""
1460,"Ittre","PACTE",5,"MATAGNE","Julie","F","","","","","","","","",""
1460,"Ittre","PACTE",6,"VAN LAERE","Thierry","M","","","","","","","","",""
1460,"Ittre","PACTE",7,"COUNSON","Michèle","F","","","","","","","","",""
1460,"Ittre","PACTE",8,"PERNIAUX","Pol","M","","","","","","","","",""
1460,"Ittre","PACTE",9,"PUSSEMIER","Anne","F","","","","","","","","",""
1460,"Ittre","PACTE",10,"VERGHOTE","Simon","M","","","","","","","","",""
1460,"Ittre","PACTE",11,"GOETHALS","Claire","F","","","","","","","","",""
1460,"Ittre","PACTE",12,"BERCKMANS","Claude","M","","","","","","","","",""
1460,"Ittre","PACTE",13,"MEGANCK","Saskia","F","","","","","","","","",""
1460,"Ittre","PACTE",14,"SERNEELS","Paul","M","","","","","","","","",""
1460,"Ittre","PACTE",15,"DE VOS","Sonia","F","","","","","","","","",""
1460,"Ittre","PACTE",16,"HORDIES","Marc","M","","","","","","","","",""
1460,"Ittre","PACTE",17,"DEBRULLE","Claude","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",1,"FRANSOLET","Michel","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",2,"WILLEM-REMACLE","Noëlle","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",3,"LAURENT","Eric","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",4,"VANDEBERG","Victoria","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",5,"PAROTTE","Michel","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",6,"KONINCKX-HAENEN","Suzanne","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",7,"HOUSSA","Dimitri","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",8,"BRONFORT-DEFÈCHE","Justine","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",9,"LAURENT","Bastien","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",10,"CLÉMENT","Alison","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",11,"DAUVISTER","Alexandre","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",12,"CHABALLE-DUCHESNE","Nicole","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",13,"WILKIN","Michel","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",14,"DECKERS-CHARPENTIER","Anne","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",15,"LERHO","Francis","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",16,"DONCKIER-MÉANT","Françoise","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",17,"LAHAYE","Raphaël","M","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",18,"MICHEL-EVRARD","Georgette","F","","","","","","","","",""
4845,"Jalhay","MR-IC-EJS",19,"ANCION","Marc","M","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",1,"VANDEN BULCK","Christian","M","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",2,"ADANS-DESTER","Pascale","F","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",3,"de LEUZE","Jean-Louis","M","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",4,"HORWARD","Bénédicte","F","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",5,"CHAUMONT","Jacques","M","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",6,"AHN","Manon","F","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",7,"BAWIN","Luc","M","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",8,"ORTMANS","Marie-Pierre","F","","","","","","","","",""
4845,"Jalhay","Ch-Ensemble",9,"HAAS","Laurent","M","","","","","","","","",""
