lastname,firstname,nickname,party,city_fr,city_nl,zipcode,cumuls_2017,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,cumuleo_url
De Roo,Geert,x,CD&V,Maldegem,Maldegem,9990,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7226-geert-de-roo.php
De Roo,Margareta,Greet Coens-De Roo,x,Ruiselede,Ruiselede,8755,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11020-margareta-de-roo.php
De Roo,Stephaan,x,CD&V,Ypres,Ieper,8900,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7221-stephaan-de-roo.php
De Roose,Alexandra,Alexandra Lexy De Roose,MR,Ixelles,Elsene,1050,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14103-alexandra-de-roose.php
De Roover,Guy,x,x,Zele,Zele,9240,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7220-guy-de-roover.php
De Roover,Lieselotte,x,CD&V,Zottegem,Zottegem,9620,1,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14104-lieselotte-de-roover.php
De Roubaix,André,x,CD&V,Pepingen,Pepingen,1670,6,oui,,,,oui,oui,,,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7218-andre-de-roubaix.php
De Rouck,Dirk,x,CD&V,Erpe-Mere,Erpe-Mere,9420,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7217-dirk-de-rouck.php
De Rudder,Maaike,x,CD&V,Saint-Gilles-Waes,Sint-Gillis-Waas,9170,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15699-maaike-de-rudder.php
De Ruyck,Jacques,x,CD&V,Deinze,Deinze,9800,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7215-jacques-de-ruyck.php
De Ruysscher,Frederik,x,sp.a,Kapelle-op-den-Bos,Kapelle-op-den-Bos,1880,7,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12308-frederik-de-ruysscher.php
De Ryck,Leo,x,CD&V,Affligem,Affligem,1790,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14107-leo-de-ryck.php
De Ryck,Luc,x,CD&V,Tamise,Temse,9140,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7213-luc-de-ryck.php
De Rycke,Fabrice,x,x,Hastière,Hastière,5540,7,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16510-fabrice-de-rycke.php
De Rycke,Johan,x,CD&V,Beernem,Beernem,8730,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7211-johan-de-rycke.php
De Rydt,Clarisse,x,N-VA,Kalmthout,Kalmthout,2920,4,oui,oui,oui,,,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7210-clarisse-de-rydt.php
De Saegher,Bruno,x,N-VA,x,x,2600,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14109-bruno-de-saegher.php
De Saint Martin,Carine,x,MR,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,7911,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14111-carine-de-saint-martin.php
de Saint Moulin,Marc,x,PS,Soignies,Zinnik,7060,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7201-marc-de-saint-moulin.php
de Sauvage Vercour,Gauthier,x,cdH,Gembloux,Gembloers,5030,5,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12945-gauthier-de-sauvage-vercour.php
De Schamphelaere,Mia,x,CD&V,Edegem,Edegem,2650,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7200-mia-de-schamphelaere.php
De Schepper,Marc,x,Open VLD,Assenede,Assenede,9960,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7196-marc-de-schepper.php
De Schepper,Mieke,x,Groen,Kapellen,Kapellen,2950,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15592-mieke-de-schepper.php
De Schepper,Paul,x,CD&V,Ninove,Ninove,9400,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7195-paul-de-schepper.php
De Schouwer,Willy,x,CD&V,Machelen,Machelen,1830,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14114-willy-de-schouwer.php
De Schrijver,Marc,x,CD&V,Deinze,Deinze,9800,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14115-marc-de-schrijver.php
De Schutter,Bartolomeus,Bart De Schutter,x,Saint-Amand,Sint-Amands,2890,4,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/7189-bartolomeus-de-schutter.php
De Simone,Stefania,x,PS,x,x,x,9,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12566-stefania-de-simone.php
De Smedt,Els,x,CD&V,Saint-Amand,Sint-Amands,2890,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7183-els-de-smedt.php
De Smedt,Patrick,x,sp.a,Opwijk,Opwijk,1745,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7179-patrick-de-smedt.php
De Smet,Alex,x,CD&V,Laarne,Laarne,9270,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13515-alex-de-smet.php
De Smet,Jacques,x,Groen,Wachtebeke,Wachtebeke,9185,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14121-jacques-de-smet.php
De Smet,Jochen,x,Open VLD,Waarschoot,Waarschoot,9950,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14122-jochen-de-smet.php
De Smet,Kristiaan,x,CD&V,Lebbeke,Lebbeke,9280,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14123-kristiaan-de-smet.php
De Smet,Kristof,x,x,Wichelen,Wichelen,9260,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,https://www.cumuleo.be/mandataire/7170-kristof-de-smet.php
De Smet,Lieven,x,N-VA,Schoten,Schoten,2900,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14124-lieven-de-smet.php
De Smet,Marc,x,CD&V,Oosterzele,Oosterzele,9860,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7167-marc-de-smet.php
De Smet,Marie,x,x,Dentergem,Dentergem,8720,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11570-marie-de-smet.php
De Smet,Norbert,x,Open VLD,Lede,Lede,9340,4,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16512-norbert-de-smet.php
De Smet,Yves,x,sp.a,Denderleeuw,Denderleeuw,9470,4,oui,oui,oui,,,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7164-yves-de-smet.php
De Smul,Dirk,x,CD&V,Aalter,Aalter,9880,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7163-dirk-de-smul.php
De Soete,Marleen,x,x,Le Coq,De Haan,8420,4,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12580-marleen-de-soete.php
De Spiegelaere,Conny,x,CD&V,Deinze,Deinze,9800,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,oui,,,https://www.cumuleo.be/mandataire/7162-conny-de-spiegelaere.php
De Sutter,Christoph,x,CD&V,Damme,Damme,8340,2,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15705-christoph-de-sutter.php
De Sutter,Hilde,x,CD&V,Oosterzele,Oosterzele,9860,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11309-hilde-de-sutter.php
De Sutter,Kelly,x,CD&V,Damme,Damme,8340,3,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12309-kelly-de-sutter.php
De Sutter,Renaat,x,N-VA,Destelbergen,Destelbergen,9070,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7157-renaat-de-sutter.php
De Swaef,Nathalie,x,Groen,Jette,Jette,1090,1,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16515-nathalie-de-swaef.php
De Temmerman,Guido,x,Open VLD,Zwalm,Zwalm,9630,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14137-guido-de-temmerman.php
De Temmerman,Katrien,x,Open VLD,Audenarde,Oudenaarde,9700,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14138-katrien-de-temmerman.php
De Tollenaere,Ann,x,Open VLD,Maarkedal,Maarkedal,9680,7,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/7153-ann-de-tollenaere.php
de Traux de Wardin,Bernard,x,MR,Jodoigne,Geldenaken,1370,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7152-bernard-de-traux-de-wardin.php
De Troyer,Dominique,x,PS,x,x,x,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/7149-dominique-de-troyer.php
De Troyer,Greta,Greta Leonce De Troyer,sp.a,x,x,x,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7148-greta-de-troyer.php
De Troyer,Paul,x,Groen,Haacht,Haacht,3150,14,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14140-paul-de-troyer.php
De Turck,Els,x,CD&V,Oosterzele,Oosterzele,9860,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7146-els-de-turck.php
De Valck,David,x,Open VLD,Merchtem,Merchtem,1785,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11574-david-de-valck.php
De Valck,Jonathan,x,N-VA,Meise,Meise,1860,3,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16519-jonathan-de-valck.php
De Valkeneer,Delphine,x,DéFi,Woluwe-Saint-Lambert,Sint-Lambrechts-Woluwe,1200,9,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14143-delphine-de-valkeneer.php
De Veuster,Daan,x,CD&V,Brecht,Brecht,2960,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7140-daan-de-veuster.php
De Veuster,Maarten,x,N-VA,Schoten,Schoten,2900,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9798-maarten-de-veuster.php
de Vigneral,Victoria,x,MR,Saint-Gilles,Sint-Gillis,1060,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14146-victoria-de-vigneral.php
De Ville,Marc,x,Open VLD,Lierde,Lierde,9570,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7137-marc-de-ville.php
De Vis,Dirk,x,CD&V,Ham,Ham,3945,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10176-dirk-de-vis.php
De Vis,Frank,x,N-VA,Melle,Melle,9090,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7136-frank-de-vis.php
De Visscher,Wim,x,CD&V,Rijkevorsel,Rijkevorsel,2310,6,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/7133-wim-de-visscher.php
De Vlam,Gudrun,x,CD&V,Oudenburg,Oudenburg,8460,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14148-gudrun-de-vlam.php
De Vlamynck,Daniel,x,CD&V,Knokke-Heist,Knokke-Heist,8300,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10898-daniel-de-vlamynck.php
De Vleeschouwer,Philippe,x,x,Rhode-Saint-Genèse,Sint-Genesius-Rode,1640,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7129-philippe-de-vleeschouwer.php
De Vlieghe,Alain,x,x,Zuienkerke,Zuienkerke,8377,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7127-alain-de-vlieghe.php
De Vliegher,Georges,x,CD&V,Dilbeek,Dilbeek,1700,4,oui,oui,oui,oui,oui,,,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7126-georges-de-vliegher.php
De Vooght,Peter,x,N-VA,Putte,Putte,2580,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14151-peter-de-vooght.php
De Vos,Bart,Bart Jan De Vos,N-VA,Landen,Landen,3400,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14152-bart-de-vos.php
De Vos,Filiep,x,CD&V,Wielsbeke,Wielsbeke,8710,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/7122-filiep-de-vos.php
De Vos,Helmut,x,CD&V,Woluwe-Saint-Pierre,Sint-Pieters-Woluwe,1150,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14153-helmut-de-vos.php
De Vos,Herman,x,Open VLD,Zulte,Zulte,9870,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14154-herman-de-vos.php
De Vos,Karl,x,PS,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,7160,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7120-karl-de-vos.php
De Vos,Marcel,x,N-VA,Zoersel,Zoersel,2980,3,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16060-marcel-de-vos.php
De Vos,Patrick,x,CD&V,Hérinnes,Herne,1540,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7118-patrick-de-vos.php
De Vos,Raphaël,x,CD&V,Nazareth,Nazareth,9810,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7117-raphael-de-vos.php
De Vos,Rita,x,Open VLD,Asse,Asse,1730,13,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14156-rita-de-vos.php
de Vos,Sophie,x,DéFi,Auderghem,Oudergem,1160,5,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12946-sophie-de-vos.php
De Vos,Sybille,x,Open VLD,Audenarde,Oudenaarde,9700,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14158-sybille-de-vos.php
De Vriendt,Eric,x,CD&V,Zwalm,Zwalm,9630,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11256-eric-de-vriendt.php
De Vriendt,Wouter,x,Groen,Ostende,Oostende,8400,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7113-wouter-de-vriendt.php
De Vries,Koen,x,CD&V,Grobbendonk,Grobbendonk,2280,9,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16413-koen-de-vries.php
De Vries,Servaas,x,sp.a,Wavre-Sainte-Catherine,Sint-Katelijne-Waver,2860,5,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7112-servaas-de-vries.php
De Vries,Tom,x,Open VLD,Niel,Niel,2845,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7111-tom-de-vries.php
De Vriese,Chantal,x,Open VLD,De Pinte,De Pinte,9840,7,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16871-chantal-de-vriese.php
De Vroe,Gwenny,x,Open VLD,Kampenhout,Kampenhout,1910,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9528-gwenny-de-vroe.php
De Vuyst,Reinold,x,N-VA,Erpe-Mere,Erpe-Mere,9420,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14163-reinold-de-vuyst.php
De Wachter,Else,x,sp.a,Kapelle-op-den-Bos,Kapelle-op-den-Bos,1880,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7109-else-de-wachter.php
De Waele,Christophe,x,Open VLD,Eeklo,Eeklo,9900,7,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11322-christophe-de-waele.php
De Waele,Claudine,x,Open VLD,Lokeren,Lokeren,9160,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7105-claudine-de-waele.php
De Waele,Guido,x,CD&V,Lokeren,Lokeren,9160,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14166-guido-de-waele.php
De Waele,Hendrik,x,Open VLD,Zulte,Zulte,9870,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14167-hendrik-de-waele.php
De Waele,Hugo,x,CD&V,Erpe-Mere,Erpe-Mere,9420,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7104-hugo-de-waele.php
De Waele,Wim,x,Open VLD,Kaprijke,Kaprijke,9970,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14169-wim-de-waele.php
de Wergifosse,Geneviève,x,MR,Seneffe,Seneffe,7180,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14174-genevieve-de-wergifosse.php
De Wever,Annick,x,CD&V,Hemiksem,Hemiksem,2620,8,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16522-annick-de-wever.php
De Wever,Bart,x,N-VA,Anvers,Antwerpen,2000,16,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11423-bart-de-wever.php
De Wever,Iris,x,N-VA,Westerlo,Westerlo,2260,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14175-iris-de-wever.php
De Weweire,Francine,x,Open VLD,Assenede,Assenede,9960,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/7100-francine-de-weweire.php
De Wilde,Gunther,x,CD&V,Gooik,Gooik,1755,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7098-gunther-de-wilde.php
De Wilde,Jelle,x,CD&V,Grimbergen,Grimbergen,1850,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14177-jelle-de-wilde.php
De Wilde,Martine,x,x,Wichelen,Wichelen,9260,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7096-martine-de-wilde.php
De Windt,William,x,N-VA,Erpe-Mere,Erpe-Mere,9420,6,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,,https://www.cumuleo.be/mandataire/11225-william-de-windt.php
De Winne,Astrid,x,sp.a,Haaltert,Haaltert,9450,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11583-astrid-de-winne.php
De Winne,Bram,x,CD&V,Wetteren,Wetteren,9230,7,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16061-bram-de-winne.php
De Winter,Tom,Tom De Winter-Pieters,N-VA,Lubbeek,Lubbeek,3210,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14179-tom-de-winter.php
De Wispelaere,Christiaan,x,CD&V,Lovendegem,Lovendegem,9920,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7092-christiaan-de-wispelaere.php
De Wispelaere,Erik,x,CD&V,Evergem,Evergem,9940,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7091-erik-de-wispelaere.php
De Wit,Anja,x,N-VA,Lierre,Lier,2500,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14180-anja-de-wit.php
De Wit,Bert,x,CD&V,Tremelo,Tremelo,3120,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7090-bert-de-wit.php
De Wit,Edward,x,CD&V,Kapelle-op-den-Bos,Kapelle-op-den-Bos,1880,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7089-edward-de-wit.php
De Wit,Sophie,x,N-VA,Aartselaar,Aartselaar,2630,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11585-sophie-de-wit.php
De Witte,Lodewijk,x,sp.a,x,x,x,27,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7084-lodewijk-de-witte.php
De Witte,Peter,x,Open VLD,Lokeren,Lokeren,9160,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7083-peter-de-witte.php
De Witte,Pieter,x,N-VA,Stekene,Stekene,9190,6,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12014-pieter-de-witte.php
De Wolf,Harry,x,CD&V,Saint-Gilles-Waes,Sint-Gillis-Waas,9170,1,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16169-harry-de-wolf.php
De Wolf,Vincent,x,MR,Etterbeek,Etterbeek,1040,17,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7082-vincent-de-wolf.php
de Woot de Trixhe,Hélène,Hélène de Schoutheete,x,Ittre,Itter,1460,7,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12949-helene-de-woot-de-trixhe.php
De Wulf,Dirk,x,sp.a,Machelen,Machelen,1830,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7080-dirk-de-wulf.php
De Wulf,Herman,x,Open VLD,Wetteren,Wetteren,9230,10,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12016-herman-de-wulf.php
Debaeke,Arne,x,sp.a,La Panne,De Panne,8660,9,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13942-arne-debaeke.php
Debaets,Bianca,x,CD&V,Bruxelles,Brussel,1000,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11535-bianca-debaets.php
Debaisieux,Philippe,x,cdH,Frameries,Frameries,7080,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7072-philippe-debaisieux.php
Debaty,Joëlle,x,PS,Chiny,Chiny,6810,5,oui,oui,oui,oui,oui,oui,,,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/7070-joelle-debaty.php
Debbaut,Caroline,x,Indépendant,Damme,Damme,8340,3,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16484-caroline-debbaut.php
Debeaussaert,Rik,x,sp.a,Hooglede,Hooglede,8830,8,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12458-rik-debeaussaert.php
Debeerst,Rony,x,sp.a,Machelen,Machelen,1830,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7064-rony-debeerst.php
Debels,Jose,x,CD&V,Roulers,Roeselare,8800,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/7061-jose-debels.php
Debergh,Myriam,x,Open VLD,Hooglede,Hooglede,8830,4,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16485-myriam-debergh.php
Debeuckelaere,Katrien,x,sp.a,Evere,Evere,1140,5,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16486-katrien-debeuckelaere.php
Debiève,Jean-Claude,x,PS,Boussu,Boussu,7300,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10766-jean-claude-debieve.php
Deblander,Thierry,x,Open VLD,Hérinnes,Herne,1540,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13946-thierrry-deblander.php
Deblauwe,Arne,x,sp.a,Ostende,Oostende,8400,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7057-arne-deblauwe.php
Deblire,Elie,x,cdH,Vielsalm,Vielsalm,6690,31,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10631-elie-deblire.php
Deblock,Ingrid,x,CD&V,Machelen,Machelen,1830,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13949-ingrid-deblock.php
Debondt,Luc,x,CD&V,Turnhout,Turnhout,2300,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/7051-luc-debondt.php
